timestamp,axis,direction,speed_level,zoom,repeat_idx,position
2026-05-25 10:29:47.774,tilt,-1,1,10,1,419.0
2026-05-25 10:29:47.915,tilt,-1,1,10,1,419.0
2026-05-25 10:29:48.059,tilt,-1,1,10,1,419.0
2026-05-25 10:29:48.175,tilt,-1,1,10,1,418.0
2026-05-25 10:29:48.301,tilt,-1,1,10,1,418.0
2026-05-25 10:29:48.435,tilt,-1,1,10,1,418.0
2026-05-25 10:29:48.565,tilt,-1,1,10,1,417.0
2026-05-25 10:29:48.706,tilt,-1,1,10,1,417.0
2026-05-25 10:29:48.861,tilt,-1,1,10,1,417.0
2026-05-25 10:29:49.004,tilt,-1,1,10,1,416.0
2026-05-25 10:29:49.139,tilt,-1,1,10,1,416.0
2026-05-25 10:29:49.272,tilt,-1,1,10,1,416.0
2026-05-25 10:29:49.412,tilt,-1,1,10,1,415.0
2026-05-25 10:29:49.548,tilt,-1,1,10,1,415.0
2026-05-25 10:29:49.685,tilt,-1,1,10,1,415.0
2026-05-25 10:29:49.827,tilt,-1,1,10,1,414.0
2026-05-25 10:29:49.975,tilt,-1,1,10,1,414.0
2026-05-25 10:29:50.111,tilt,-1,1,10,1,414.0
2026-05-25 10:29:50.250,tilt,-1,1,10,1,413.0
2026-05-25 10:29:50.394,tilt,-1,1,10,1,413.0
2026-05-25 10:29:50.516,tilt,-1,1,10,1,413.0
2026-05-25 10:29:50.652,tilt,-1,1,10,1,412.0
2026-05-25 10:29:54.933,tilt,-1,1,10,2,450.0
2026-05-25 10:29:55.050,tilt,-1,1,10,2,450.0
2026-05-25 10:29:55.193,tilt,-1,1,10,2,449.0
2026-05-25 10:29:55.335,tilt,-1,1,10,2,449.0
2026-05-25 10:29:55.475,tilt,-1,1,10,2,449.0
2026-05-25 10:29:55.610,tilt,-1,1,10,2,448.0
2026-05-25 10:29:55.737,tilt,-1,1,10,2,448.0
2026-05-25 10:29:55.885,tilt,-1,1,10,2,448.0
2026-05-25 10:29:56.017,tilt,-1,1,10,2,447.0
2026-05-25 10:29:56.157,tilt,-1,1,10,2,447.0
2026-05-25 10:29:56.298,tilt,-1,1,10,2,447.0
